Date,Text,Sentiment Scores,Sentiment Label
12/12/2023,"La #UAM afianza su compromiso con la Declaración Universal de los Derechos Humanos en un acto en el que la rectora 
@_amayamendiko
 ha deseado que este documento “siga siendo nuestra guía moral y recordatorio de nuestra humanidad compartida”.

#SomosUAM #DUDH","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.34}",positive
12/12/2023,VI&E Solutions to Collaborate with ResilienX on Wittman Regional Airport Vertiport Project #RAM #UAM #eVTOL #vertiport,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.1779}",positive
11/12/2023,"El capitalismo es una fuerza de acumulación. No se autorregula ni converge con ningún modelo ideal. La desigualdad es su esencia.
¿Tu que opinas? 
#RP
#UAM","{'neg': 0.074, 'neu': 0.811, 'pos': 0.115, 'compound': 0.296}",positive
11/12/2023,"やっとVTOL解除した

#mw3 #vtol","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/12/2023," ¿Tu Tesis Doctoral, Trabajo de Fin de Grado o Trabajo de Fin de Máster se centra en temas relacionados con la igualdad de género?

 Participa en la III Edición de los Premios Mayte Gallego de la #UAM

 Plazo: Hasta el 21 de diciembre","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/12/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

 Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM

 #AgendaUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
10/12/2023,"Hey 
@elonmusk
, the world is buzzing about #eVTOL and #AirTaxi innovation!  Is 
@Tesla
 gearing up to revolutionize the skies with autonomous flying cars? Can't wait to see what you have in store! #FutureOfTransport","{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0.4912}",positive
08/12/2023,"Vertical take-off/landing propeller platform lifts a jet-engine aircraft to the desired height until the jet is flying at the desired velocity, releases it, platform returns, then takes off to catch another incoming jet-engine aircraft and lands it vertically. #vtol","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4939}",positive
07/12/2023," Si estudias en la #UAM, te recordamos que puedes participar en las Encuestas de Actividad Docente. 

Queremos escucharte  

 #TuVozUAM #SomosUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
06/12/2023," La #UAM se sitúa entre las universidades más transparentes de España.

 La 
@FundacionHaz
 ha otorgado a nuestra institución el sello ‘t de transparente’ en su máxima categoría.

#SomosUAM","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.34}",positive
06/12/2023,Czy ktoś wie ile czeka się na rozpatrzenie odwołania do decyzji o przyznanie stypendium? #studis #studia2023 #UAM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
06/12/2023,"Petit Thread a propos de l'UAM mode de Cloudflare. Dernièrement je vois pas mal d'interrogation a son sujet. #Cloudflare #UAM #Bypass 

Tout d'abord, sachez que c'est le niveau de sécurité ""maximal"" disponible pour la partie ""grand public"" chez Cloudflare.","{'neg': 0.038, 'neu': 0.886, 'pos': 0.076, 'compound': 0.3612}",positive
06/12/2023," ¿Te vienes al Concierto de Navidad de la #UAM?

 16 de diciembre - 12h
 Sala Sinfónica

#SomosUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
05/12/2023,#VTOL,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
04/12/2023,"¿Qué piensan los entonces niñitos del #YoSoy132 traído por sus estrategas de guerra?
¿Qué piensan de la presencia de los directivos del #IPN y la #UAM por ejemplo?

Muchos de esos personajitos como Tontolini 
@AntonioAttolini
, Brito, Cornejo y otros...

Puro yupi adyecto 
¡Hagan…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
04/12/2023,"Can’t wait to one day soon drink coffee, tweet using satellite internet $ASTS, and enjoy my eFlight #evtol commute  $EH $JOBY $LILM","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4939}",positive
04/12/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

 Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM

 #AgendaUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
03/12/2023," Y tú, ¿qué huella quieres dejar?
 
 La #UAM se suma al #DíaInternacionalDiscapacidad para concienciar sobre su situación en todos los aspectos de la vida y promover sus derechos.
 
 Desde la Unidad de Equidad Social proponen una reflexión visual sobre el papel de cada…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
02/12/2023,"VI&E Solutions to pursue joint endeavor with eVertiSKY promoting consistent Software Defined Airspace adoption to elevate Commercial Low Altitude Airspace operations
#AAM #eVTOL #infrastructure #vertiport","{'neg': 0.074, 'neu': 0.777, 'pos': 0.148, 'compound': 0.2732}",positive
01/12/2023,"Once #EV and self-driving cars become widespread, #Tesla's value will be extremely low. You should invest in the next #EVTOL as soon as possible.","{'neg': 0.089, 'neu': 0.821, 'pos': 0.09, 'compound': 0.0018}",neutral
01/12/2023," Have you ever personally used or owned a #drone

#ImAFUSAPolls
#UAM
#evtol 
#dronetechnology","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
30/11/2023,"#Lilium yani, elektrikli Hava Taksi (electric vertical take-off and landing, #eVTOL) uçağı geliştiren Alman firması, önemli bir kilometre taşını kat etti. Avrupa Birliği Uçuş Emniyet Teşkilatı (European Union Aviation Safety Agency-EASA) tarafından bir Dizayn Kuruluşu olma…","{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.4215}",positive
29/11/2023,"$EVEX and Jeju Air, a South #Korean LCC, announced a concept white paper related to #eVTOL service to #Jeju Island","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
29/11/2023," Si estás estudiando un grado o máster oficial en la #UAM, ya puedes participar en las Encuestas de Actividad Docente. 

 #TuVozUAM es necesaria   

 Consulta instrucciones y plazos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
29/11/2023,"実はね、まだVTOL解除できてない。

と言うかね、VTOLって聞こえとして
カッコいいよね、ブイトール

好きだな〜
ブイトール

#MW3 #mw3 #VTOL #キルストリーク
#ネクストウィーク前には必ず解除","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
24/11/2023,"Count down three days to 
@EuropeanRotors
 2023!
Join 
@ehang
 in Madrid!

Booth: No. 823, GECI Aerospace, Hall 9
Location: IFEMA Madrid, Spain
Date: 28-30 November

#europeanrotors23 #eVTOL #EHang","{'neg': 0.075, 'neu': 0.85, 'pos': 0.075, 'compound': 0.0}",neutral
24/11/2023," Would you come to the 2-day international #Vtol meeting ? 
The goal is to move this technology forward. ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/11/2023,"Leer los nombres de las personas palestinas de Gaza asesinadas por el ejercito de Israel, nos sobrecoge e indigna. Hoy en la #UAM #cesefuego 
@DemospazUAM
 
@CEIPAZ1","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/11/2023," ¡Recuerda!

 Hoy #22Nov toda la comunidad universitaria de la #UAM está llamada a elegir a sus representantes en los órganos colegiados: claustro, junta de centro y consejo de departamento. 

 El horario de votación es de 10h a 19h

Más información ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
21/11/2023,"$ACHR signed an MOU with Air Chateau for the purchase of up to 100 Midnight #eVTOL aircraft in a deal worth ~$500m. Air Chateau will make an initial, non-refundable, pre-delivery  payment of $1m. A definitive agreement w/ $4m of additional pre-delivery  payments is to follow.","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.6249}",positive
20/11/2023,$ACHR and InterGlobe (parent of #IndiGo) announced plans to launch an electric air taxi service in India using #Archer's Midnight #eVTOL,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
20/11/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

 Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM

 #AgendaUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
18/11/2023,"$EVE named three new suppliers for its planned #eVTOL aircraft:

#Garmin for avionics
#Liebherr-Aerospace for flight control actuators
Intergalactic for the thermal management system","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
18/11/2023,"$JOBY's #Joby #eVTOL successfully performed an exhibition flight in #NYC at the Downtown Heliport in Manhattan on Nov 12, 2023","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4939}",positive
17/11/2023,"$EVE and Hunch Mobility (a JV between Hunch Ventures & Blade Air Mobility) are working together to bring electric air taxi service to #Bangalore, India using #eVTOL aircraft","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
17/11/2023,Acabo de descubrir que la #UAM tiene su propia cumbia jajajajajaja,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/11/2023,New exciting news. Arkim Motors is Launching new flying car prototype. May of 2024. #flying #eVTOL #flyinghighchallenge #flyingcars #flyingcarpet #flyingcar,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4939}",positive
16/11/2023," El sábado 16 de diciembre se celebrará el XXXIV Cross de la #UAM    

 La inscripción es gratuita para estudiantes, PAS y PDI de todas las universidades madrileñas y permanecerá abierta hasta el 14 de diciembre a las 14h.  

¡Anímate!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/11/2023,"The First Electric #AirTaxi Flight Successfull in #NewYork!

After the successful flight, Joby Aviation & Mayor Eric Adams will provide a quick, eco-friendly eVTOL option to #NYC transport. You can now say goodbye to traffic issues and welcome a greener commute.

#sustainable","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.7959}",positive
16/11/2023,"DUBAI AIRSHOW NEWS: UAE Navigating Path to eVTOL Certification | Story by 
@lauraheckmann
 | 
@ArcherAviation
 #DubaiAirshow #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/11/2023,"Bir başka önemli gelişmede, dizaynına hayran olduğum ve bunu her zaman belirttiğim Almanya Münih’ten #Lilium havacılık firması, halen devam etmekte olan #DubaiAirShow2023’da, #ArcosJet ile 10 adet Lilium Pioneer Edition #eVTOL jet, uçağının satışı üzerinde anlaşmaya vardı.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/11/2023,Amerika’dan Joby firması 12 Kasım 2023 günü New York şehrinde ilk şehir içi elektrikli #havataksi uçuşunu gerçekleştirdi. Bu #eVTOL yani elektrikli dikine iniş kalkış yapabilen kısaca Hava Taksi diyebileceğimiz bir alan için önemli bir kilometre taşı. JFK Hava Alanına araba ile…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
14/11/2023," La #UAM se une a la celebración del Día Europeo del Patrimonio Universitario.

Obras, espacios, museos y colecciones singulares de la UAM se presentan en ""Abrimos '23""

 23 y 24 de noviembre

¡Inscríbete y descubre todo lo que no conoces de la #UAM!","{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.3595}",negative
14/11/2023," InterGlobe Enterprises (IGE), the promoter of India’s largest airline 
@IndiGo6E
, has tied up with a California-based electric vertical take-off and landing (eVTOL) vehicle startup #Archer Aviation to launch an electric #airtaxi service in India by 2026.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
13/11/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

 Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM

 #AgendaUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/11/2023,"Follow 
@AiropsU
 for your #evtol and #aam parachute needs.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/11/2023," #eVTOL #AviationSafety

Safety is a top priority in the world of aviation, especially as we move forward into the era of eVTOL aircraft. We believe that confidence in flight comes from knowing that you're protected, even when the unexpected happens.","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.8689}",positive
09/11/2023,"Next week, our 6th Gen #eVTOL #airtaxi will be on display, alongside 
@Boeing
's Cascade Climate Impact Model, in the Boeing/Wisk exhibit at #APECCEOSummitUSA. We're excited to share Gen 6 with the most senior political leaders from APAC and around the world.","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5574}",positive
08/11/2023,"#BecasUAM | La #UAM pone a disposición de los estudiantes con una situación económica desfavorable atención psicológica para el curso 2023/24.

 Puedes solicitar la ayuda en cualquier momento del curso.

¡Estamos contigo! ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/11/2023," ¿Conoces la nueva Normativa de Evaluación de la #UAM?  En ella encontrarás información sobre:

 Protección de la intimidad
 Calendarios y fechas de evaluación
 Tipificación del fraude académico
 ¿Qué hacer en caso de disconformidad?

Consulta la normativa completa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/11/2023,"II Congreso Internacional de Comedia ‘Surruralismo total’

 Este año rinde homenaje al director José Luis Cuerda, uno de los grandes representantes del humor en nuestro país.

 Del 14 al 16 de noviembre
 Salón de Actos de la Facultad de Profesorado de la #UAM","{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.2732}",positive
06/11/2023," Odkryj, gdzie muzyka spotyka się z historią i kulturą! Dr Łukasz Smoluch z #InstytutMuzykologiiUAM zabiera nas w podróż przez etnomuzykologię i digitalizację na #ForumMuzykologiczne.

 Wtorek, 7 listopada, 12:00. Nie przegap!

#MuzykaIKultura #DARIAHPL #UAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
06/11/2023,"#eVTOL company $JOBY has selected Dayton, OH as the site of a ~$500m scaled aircraft production facility that could eventually deliver up to 500 aircraft/year. Construction is expected to start in 2024 with completion in 2025.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
06/11/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

 Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM

 #AgendaUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
03/11/2023,"公害大国日本で渋滞にハマる度に思う、早く #EV と #eVTOL が普及して欲しい！空気が悪い


@jobyaviation
 

@ArcherAviation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
01/11/2023,"Our 6th Gen #eVTOL #airtaxi is self-flying - meaning there is no pilot onboard. But we're not removing humans from the equation entirely. We're working with key stakeholders - like the 
@FAAnews
 and 
@NASA
 - to introduce a new role in aviation: the Multi-Vehicle Supervisor.","{'neg': 0.036, 'neu': 0.889, 'pos': 0.074, 'compound': 0.3919}",positive
01/11/2023,"The Electric Vertical Takeoff and Landing (#eVTOL) industry is expected to reach $35B by 2030, the definition of high growth. Much of that growth is contingent on battery design and chemistry, which is why $CRTG VP of Technology Ramez Elgammal attended the EVTOL Conference 2023","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.6486}",positive
01/11/2023,"Sehr interessante tags:

#evtol #uam #aviation

Mehr als memo an mich gedacht","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
30/10/2023,"Hoy se ha celebrado en la #UAM la presentación del IV Plan de Igualdad, impulsado por el Vicerrectorado de Compromiso Social y 
@UAM_UIgualdadG


El Acto, presidido por la rectora 
@_amayamendiko
, ha contado con dos mesas redondas en las que han participado expertas en la materia.","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5859}",positive
30/10/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

 Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM

 #AgendaUAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
29/10/2023,"#SUBARU revealed the world’s first electric flying car prototype, “Air Mobility Concept”. It was developed jointly by combining automotive and aerospace technologies, and has already flown successfully. Cool!
#ジャパンモビリティショー2023 
#eVTOL","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.6996}",positive
27/10/2023,"ICYMI - last week, our CMO, Becky Tanner, spent time with 
@SamChuiPhotos
 during 
@NBAA
's BACE to talk about our 6th Generation autonomous #eVTOL #airtaxi and our vision for the future of #mobility. Check out the full video below!","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.3164}",positive
26/10/2023,"We've been expanding our flight program beyond our home base,  including an away flight at San Luis Obispo, our record-setting flight at 
@EAA
 Airventure in Oshkosh, and our most recent public demo at 
@LGBAirport
, making us the first #eVTOL #airtaxi company to fly in the LA area.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26/10/2023,"¿Quieres seguir formándote? 

 Infórmate de la amplía oferta académica de #posgrados, #cursos y #másteres de la #UAM

¡Únete a nuestra familia UAM! ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
25/10/2023,"Electric air-taxis #eVTOL are a key component of 
@bleutechparklv
's mission to implement a truly sustainable and seamlessly connected multi-modal mobility system powered byper cent #renewable energies. Now that's a #SmartCity Las Vegas!","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6239}",positive
25/10/2023,"Leading an engineering organization I have learn't two things about product engineering-

1. Objectives must be crisp and they should have rounded definition.

2. Implementations can have nuances, features or limitations. But objectives- crisp.

So truer for #eVTOL conops!","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.61}",positive
23/10/2023,"This weekend, we became the first #eVTOL #airtaxi company to conduct public flights in Los Angeles! We also spent time at 
@LGBAirport
’s Festival of Flight, to talk with the community about AAM. Check out the video and press release below to see highlights from the weekend.","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.5411}",positive
23/10/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/10/2023,"Navegar por el cielo del futuro: Los desafíos de certificar pilotos para eVTOLs son reales. La colaboración entre la industria y reguladores es clave. 

#eVTOL #AviaciónEléctrica #Innovación""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/10/2023,"So excited to start working with the legend that is 
@cemaxecuter
 keep an eye on our website for the WarDragon x DeFli device pre-sale.

#SDR #hamradio #depin #drones #evtol #crypto #PassiveIncome","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.4005}",positive
20/10/2023,"Japanese #eVTOL (electric vertical takeoff and landing) vehicle maker 
@Skydrive_Global
 has been granted $82 million by the Japanese government. #flyingcars #flyingvehicleshttps://www.iotworldtoday.com/flying-vehicles/flying-car-designed-to-land-on-rooftops-japan-grants-82m","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}",positive
20/10/2023,"About the drone training and demonstrations.
What can YANGDA do actually?

#inspection #gimbal #payload #mapping #drone #uav #vtol #lidar #surveillance #YANGDA #rescue #detection #droneservices #dronetraining #license","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
19/10/2023,#ev #eVTOL #自動運転 は近未来のトップトレンド,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
19/10/2023," Descubre todas las ventajas que te ofrece la App de la #UAM.

 Podrás utilizar tu carné universitario desde el móvil

 Disponible para IOS y Android

¡Infórmate y descárgatela! ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
18/10/2023,"It has long been said that electric vehicles are in every corner of the market, now they are in the air too! Come join Dr Warner at the #eVTOL Show USA in Palo Alto, California to talk about the Advanced Air Mobility (AAM) challenges, opportunities and new vehicles.","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.75}",positive
17/10/2023,"Announcement:  Overair, Hanwha Systems, and Jeju Province are joining forces to establish an Advanced Air Mobility (AAM) ecosystem on South Korea’s Jeju Island!   #AAM #Hanwha #UAM #Jeju #eVTOL","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3164}",positive
16/10/2023," Disponible la Agenda de los centros del Campus UAM-CSIC para esta semana. 

Descubre las actividades, convocatorias, cursos y exposiciones que se realizan en la #UAM ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
15/10/2023,"The new technology for flying cars, #eVTOL that uses cyclo-rotors instead of propellers to control lift and thrust is coming! Cyclo-rotors have advantages over propeller-based eVTOLs in terms of noise, size, and maneuverability!
#空飛ぶ車","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.4738}",positive
13/10/2023,"wiecie jak wyglada sprawa z przenoszeniem sie z jednej uczelni na inna? dokladnie chodzi o uam
#matura #studia #uniwersytet #uam","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
13/10/2023,"#MissionImpossibleDeadReckoning was a bit unbelievable. There were two #Bell #Boeing V-22 #Ospreys in the film and neither one crashed.
#Osprey #VTOL #tiltrotor #STOL #helicopter #aircraft #aviation #film","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.2023}",positive
11/10/2023,"Największe oszustwo wyborcze: 1927 Liberia, kiedy to na ówczesnego kandydata Charlesa Kinga zostały oddane 240 tys. głosów. Problem pojawia się kiedy zobaczymy, że obywateli, którzy mogli głosować było 15 tys...

@JRaubo
 #studia #uam","{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.4019}",negative
10/10/2023,"¡Gracias por el apoyo! La candidatura salió adelante 

El nuevo decano de 
@uam_psicologia
 es Fernando Carvajal

#UAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
10/10/2023,"The founders you thought were genius, came out to be just intellectual frauds. 
#Cred, #Udaan, #Apna, #juicero, #Ola,  #VTOL startups, #crypto  startups, and what not, all just vaporwares.","{'neg': 0.101, 'neu': 0.798, 'pos': 0.101, 'compound': 0.0}",neutral
10/10/2023,¡BUENÍSIMA NOTICIA! Me complace comunicar que hemos obtenido una de las dos acciones financiadas por el #CIBC #UAM para estudiar las comunidades microbianas de las lagunas antárticas en riesgo por el #CambioClimatico. ¡Gracias a todo el equipo que ha participado en la propuesta!,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.4559}",positive
